gene_name	length
CRHR1	3285
HOXB3	7456
HOXB1	2476
DUSP1	2019
PANK3	10580
MSX2	2270
TEK	4805
RCL1	4215
CAAP1	3161
EQTN	1396
MOB3B	7087
INSL6	1760
INSL4	1952
MLANA	3083
CD274	4108
IFNA6	1544
IFNA8	1039
GRIA2	8941
NUP43	4432
MTHFD1L	5021
LRP11	5652
CCDC170	5419
PCMT1	2832
PLEKHG1	10294
MYCT1	3030
CXorf21	1855
MAGEB4	2142
CYSTM1	2371
WDR55	7675
ARAP3	6186
PCDHB8	2740
PCDHB10	3290
PCDHB14	4828
PCDHB12	3875
SLC25A2	1417
TNN	5008
MRPS14	2594
CENPL	4914
TNFSF18	2008
SEC16B	7377
GORAB	3773
GPR31	2059
ACAT2	4299
TCP1	4929
TTLL2	3088
SNX19	8152
KCNJ5	6109
MSANTD2	4501
TP53AIP1	3445
TEX11	3371
ARR3	1729
PDZD11	1393
SLC10A7	6687
NUDCD1	4439
ENY2	6783
MASTL	3631
KIAA1217	10807
SEPT7P9	1204
LYZL1	1132
PLXDC2	12567
EPC1	11286
IQSEC3	7686
CCDC77	3614
TAF12	2337
ENOX1	3101
TNFSF11	2733
MTRF1	3841
SPART-AS1	710
SOHLH2	3399
DNAJC15	8042
PROSER1	7315
UFM1	4382
WBP4	2623
ELF1	4335
SMAD9	5723
HSPH1	8390
KBTBD7	4734
ALG5	2194
EXOSC8	3630
ETF1	4601
TGFBI	7810
FAM53C	7051
SIL1	4011
PAIP2	3158
MYOT	2893
KDM3B	7961
EGR1	3138
SERP1	5747
PLS1	5294
ZFP30	7705
NR2C1	6529
UTP20	10024
TMPO	8593
ARL1	4979
GLT8D2	3271
MTERF2	3626
SOCS2	6776
NFYB	4956
WASHC3	2593
APAF1	7908
DUSP4	7257
CLU	6616
TNFRSF10B	5158
SORBS3	6097
PTK2B	7933
CHRNA2	5062
ADRA1A	5848
PPP3CC	2899
PDLIM2	12388
EPHX2	4473
RNF170	6055
NPPB	694
UBIAD1	5082
TARDBP	6071
TNFRSF8	3738
PRAMEF2	1642
ZNF706	7393
LYPLA1	4694
CRISPLD1	4543
COPS5	7779
RDH10	5321
EPX	2708
AKAP1	5399
COIL	3030
TRIM25	9501
SCPEP1	3853
SPOP	6380
TBX2	6029
SLC35B1	5928
TBX4	3996
NACA3P	648
TEX14	5325
FAM117A	3836
NCAPH	3278
LRAT	7562
TMEM131L	6393
MND1	1511
TRIM6	3947
ABCC11	7245
TENT4B	8144
ADCY7	8630
CEP89	9233
TSHZ3	5817
ECHDC2	11572
TAS2R8	1243
PLBD1	2841
TAS2R10	1042
PRB2	1793
PYROXD1	5725
IAPP	2167
KCNJ8	2484
TAS2R7	1096
BCL2L14	5112
TAS2R9	1075
AL139327.1	348
PSPC1	4817
ZNF549	9279
A1BG	4006
ZSCAN18	8307
ZNF211	3300
PDZRN3	6136
RGSL1	9063
LHX4	6061
RNF2	4073
TRMT1L	4945
SEC22A	4698
CSTA	1373
DPPA4	4996
POPDC2	2445
B4GALT4	7145
NAA50	6436
CD80	3201
KIF18A	4668
GJA8	1302
DESI2	5104
MAPK8IP1	3498
CRY2	6200
PEX16	3013
DEPDC7	3326
CAT	3590
PILRB	5764
ZMYM2	13618
GJB6	3300
GJA3	5211
TBC1D15	8227
ADGRB2	7756
HCRTR1	2558
ZCCHC17	1921
FABP3	1026
KHDRBS1	3588
TMEM39B	2820
CCRL2	3061
CCR2	3733
POLR3GL	1799
GHSR	1246
TNFSF10	3473
ZNF639	6859
SLITRK3	4892
PIK3CA	9494
PDS5A	12204
TMEM156	2562
LIAS	11735
CPXM2	4859
TMEM54	1417
ZSCAN20	5308
CSMD2	18157
HPCA	1991
LRIF1	3621
TMIGD3	2283
CLCC1	4964
GPSM2	9130
GTDC1	14162
CXCR4	2224
ZRANB3	9115
ACVR2A	6770
POLK	9105
SV2C	12028
FLT3	4159
RPL21	2249
MTIF3	1603
GTF3A	3001
RASL11A	1624
UBL3	4384
LINC00544	1502
FYTTD1	8025
MTERF4	9938
XPNPEP2	3500
SASH3	2711
OCRL	6064
PAEP	1454
OBP2A	1022
MRPS2	2464
TBX22	2654
FMOD	3401
MYOG	1528
LAX1	3198
PLG	6380
KIAA1191	3973
COPA	7723
CD244	2857
LY9	9118
HS3ST2	2605
RBBP6	10475
ZC3H7A	7076
PRM2	724
SERAC1	11007
ANXA11	8513
LDB3	6676
OPN4	2456
SHLD2	4242
PRXL2A	6520
ZNF205	2330
NAA60	7397
RPL5	3717
ODF2L	10898
PTGFR	4714
SPATA1	4280
TRMT13	4133
LRRC39	1991
RWDD3	1982
ZNF644	7604
CCDC18	5633
RPAP2	17142
PQLC1	5225
BBS9	6195
PMS2	3936
ZMIZ2	7339
OCM	832
SEPT7	10906
EEPD1	4847
KIAA0087	4283
KLHL7	7066
HERPUD2	3246
CBX3	4641
HNRNPA2B1	9267
WIPF3	6065
NXPH1	3430
NPY	921
FAM126A	14499
HOXA7	2411
INHBA	8302
FKBP9	5170
NT5C3A	3495
ARL4A	3561
CCZ1	6431
POLM	4487
RAMP3	1427
MRM2	2843
TWIST1	2033
SMU1	7122
GLIPR2	3055
SLC25A51	3397
CLTA	2515
RECK	6045
SPINK4	654
TAF1L	6216
ACO1	7555
PHF24	5813
DNAI1	3615
DCAF10	8492
CNTFR	2111
KIAA1549	12427
TRIM24	9223
CYREN	5321
CALD1	9843
AKR1D1	3093
NUDT10	2054
SFTPA1	2451
NEUROG3	1376
PLAU	2950
SRGN	1220
CHST3	6970
BICC1	6569
ARL4AP1	705
CISD1	2857
EGR2	3689
ECD	3687
P4HA1	3093
SLC25A16	7815
ZWINT	2378
VPS26A	3565
RBM19	5912
CIT	13230
IFT81	7005
ACADS	2648
HVCN1	3688
NME2P1	414
DDX54	5064
MED13L	37364
CDKN2C	3318
RNF11	3122
RASSF8	7619
BHLHE41	3948
SSPN	6821
ITPR2	12750
CCDC91	7535
NECAB1	6408
WWP1	6336
ACOT9	5046
PRDX4	1904
DDX39A	3840
PKN1	4606
TRIR	1402
ADGRE5	5382
WDR83	2360
GIPC1	4440
ACTRT1	1437
CCDC70	1150
SPRYD7	3340
EBPL	1500
ATP7B	9671
ZC3H13	10265
GUCY1B2	4060
NLN	10948
CENPK	4312
OPTN	5138
ITIH5	14628
ATF1	2790
TSFM	3094
NEUROD4	3953
ARHGAP9	5127
NCKAP1L	10596
MMP19	4672
PFDN5	3380
SPATS2	6840
ORMDL2	2810
NR4A1	7295
PDE1B	7618
HOXC13	2423
CDK2	3894
LRP1	20839
HOXC11	3265
ATG101	3199
NFE2	2469
HOXC12	3335
IKZF4	6808
SMUG1	6027
TUBA1B	3574
EEF1AKMT3	3172
KBTBD4	3302
TYRL	441
SARDH	5120
DBH	3776
ATPAF1	5677
STIL	7291
HJURP	3821
IL13RA2	1626
COL10A1	3816
AMD1	7027
NDUFAF4	2540
USP45	8051
PLP1	6078
SERPINA7	2744
MORF4L2	2648
H2BFWT	894
RAB9B	3748
NRK	9573
FAM199X	7457
ESX1	1495
MAGEA9	1814
ATXN3L	2164
RAB9A	2118
METTL8	10074
TTC21B	7538
NMI	3480
TNFAIP6	1579
ACVR1C	9195
BAZ2B	20370
SLC36A1	6980
LPGAT1	8799
BATF3	2713
G0S2	866
KCNJ2	5577
RAP2C	4118
EXOSC9	4711
PLA2G12A	5228
B9D2	1316
COQ8B	5488
PFKFB2	10197
C4BPA	2441
C4BPB	3219
ZNF137P	2029
RAB38	1465
GPR83	4282
AGO2	15833
MXD4	7058
PMS2P5	516
CKS2	613
DAW1	2933
ACSL3	7240
CHPF	3354
DNPEP	4753
INHA	1753
MOGAT1	1048
OBSL1	9611
FAM124B	3541
SLC12A4	8298
ENKD1	2679
MC3R	1084
GCNT7	2064
CTCFL	8928
HMGB1P1	636
FAM210B	3577
PI3	577
FAM209A	1137
SNX21	4066
SLPI	596
WFDC3	2405
TTPAL	7044
PREX1	7393
KCNS1	4538
SLC12A5	8909
ARHGAP40	3195
SDC4	2613
NCOA3	8402
PIGT	19670
SEMG2	2051
MATN4	2467
NCOA5	3220
VAPB	10585
PARD6B	4726
ATP5F1E	5126
CHD6	14126
PLCG1	9648
TOX2	3223
SRSF6	4593
GDAP1L1	3385
GTSF1L	835
ARFGEF2	8945
ZNFX1	9340
ZNF831	11605
EDN3	2733
CSE1L	3800
TMEM189-UBE2V1	2757
RAB22A	9285
PTGIS	5579
STAU1	4094
CDH26	5748
SNAI1	1686
MOCS3	5106
STX16	5099
PPP4R1L	9251
PMEPA1	5619
RNF114	4344
ANKRD60	1038
DDX27	5457
RBPJL	2763
SEMG1	1662
C20orf85	803
BCAS4	7583
KCNK15	2599
TP53TG5	3040
PCK1	6819
ZBP1	5405
NEURL2	1301
MAGEA10	2899
MTRR	6498
FASTKD3	2857
PEPD	4157
CHST8	3052
IQSEC2	13115
VAMP7	2667
IL9R	2504
XG	3349
STAMBP	7698
NAGK	8894
MCEE	1624
PAIP2B	6279
SNRNP27	2275
MPHOSPH10	4673
IL17C	1379
NDUFB4P12	390
ATP8A1	11199
USP22	6808
POF1B	4029
HIF3A	8371
ZNF576	3481
IRGC	1775
ZNF45	4393
LYPD3	2519
PSG8	4090
CEACAM8	2551
NDP	1928
USP9X	13962
CRISP2	1518
F13A1	4690
GRM4	16300
TRERF1	7732
PACSIN1	4807
BTN2A2	6398
SIRT5	6507
MRS2	5133
WRNIP1	3877
RRP36	2212
BTN2A3P	4177
BTN1A1	2895
SNRPC	1277
SLC17A3	3594
SLC17A1	2044
SERPINB6	13201
XPO5	8522
ABCC10	8083
HIST1H1D	666
PEX6	3499
NQO2	11558
AL365205.1	4479
OARD1	6523
UNC5CL	3136
AARS2	4298
HIST1H1A	648
ZNF391	4834
RPS10	2358
MOCS1	5174
HIST1H2BJ	950
MED20	3278
OR2B6	942
TBCC	1616
SPDEF	1914
TCP11	3306
MAD2L1BP	1880
APOBEC2	1151
KLHDC3	2019
GNMT	1072
DNAH8	15055
TREM1	4329
MEA1	3017
KLHL31	5743
COL21A1	7078
CDKN1A	3050
SOX4	5852
GLO1	2352
CPNE5	6330
KCNK17	2172
RREB1	17254
SSR1	11349
RIOK1	3237
NRN1	2328
SLC35B3	2828
RPP40	1962
ATXN1	17812
NUP153	6030
DEK	4361
EEF1E1	2107
CRISP1	2000
RUNX2	8192
OPN5	5084
GCM2	2441
LRRFIP1	11901
AC105760.1	2231
RAB17	4783
CXCL6	2183
EREG	5717
TRIM51	1832
DKFZP434K028	2889
MYRF	10680
SCGB1D2	480
SCGB2A1	521
AHNAK	19465
EMC3	4270
SSUH2	6279
WNT1	1347
SH3TC1	10593
CNOT1	10852
LRRC29	2807
BBS2	8337
MT1G	750
MT2A	1299
C16orf70	5965
GOT2	3766
DOK4	4788
PIWIL1	5280
GPR18	1908
CLYBL	7227
TMTC4	6272
RAP2A	5570
SLC10A2	3779
ABCC4	8635
EFNB2	5019
SOX21	2778
TM9SF2	5524
C17orf53	3005
KIF25	3466
IRF1	7799
UPF3B	3081
RNF113A	1353
SEPT6	6245
TMEM255A	3858
NDUFA1	766
AMELX	835
ATP5S	11297
BMP4	3082
PTGER2	2473
AL161781.1	403
FAM193A	6959
GRK4	4686
SOX9	3935
TEKT3	2609
MYH2	6623
HS3ST3B1	5367
SLC25A35	3897
MRPS7	3324
GGA3	6640
ARMC7	2823
NUP85	5193
SLC25A19	3316
MIF4GD	2766
NT5C	1571
MSTO1	4208
C1orf61	12314
TTF1	3215
GTF3C4	9043
DDX31	5546
BARHL1	2341
KIR2DL1	1674
PPP1R12C	7726
MBOAT7	5292
SRMS	1516
OPRL1	3549
LINC00029	1790
SLC2A4RG	2244
NPBWR2	1352
FNDC11	3625
BHLHE23	1109
PPDPF	1094
IL1B	3096
PLGLB2	2254
IL37	839
CHCHD5	3759
PAX8	7400
INSIG2	3950
POLR1B	6329
HTR5BP	2278
CCDC93	8065
PSD4	13442
SLC25A23	4859
PSPN	3911
GTF2F1	3134
ALKBH7	1455
CLPP	2278
TNFSF9	1665
GRIA3	6484
THOC2	10277
MED1	7330
RPL23	5979
AC046185.1	2128
ATG4C	3110
CD70	1532
C3	8328
SH2D3A	5716
TRIP10	3982
GPR108	3213
TNFSF14	4778
FOSB	5553
OPA3	9999
SNRPD2	1608
RTN2	3238
EML2	8224
VASP	3601
SYMPK	10628
GPCPD1	7527
SDCBP2	2653
PANK2	6768
TGM3	2693
GNRH2	823
DEFB126	655
FOXA2	2603
FAM182A	5787
CD93	6708
GZF1	5463
PAX1	5855
NAPB	5234
CST8	918
NKX2-4	2238
CENPB	2840
PSMF1	5296
NKX2-2	2092
DTD1	6465
CSTL1	1073
RBCK1	4024
TMX4	6579
CST11	566
STK35	7055
SNRPB	1278
NRSN2	2933
AP5S1	5490
RRBP1	6980
BMP2	3601
ZNF133	5426
FLRT3	5190
OVOL2	2175
PCSK2	7078
GFRA4	1517
MKKS	6953
BFSP1	3361
DSTN	3851
LAMP5	2042
SNRPB2	2607
MGME1	2336
LRRN4	2692
TBC1D20	5831
ITPA	2071
TCF15	1555
OTOR	2198
MCM8	7691
BANF2	1358
TMEM74B	2210
FAM110A	2722
C20orf187	446
SIRPD	1961
MRPS26	1127
DEFB129	698
S1PR4	1664
NCLN	4175
CITED1	1760
HNRNPR	8676
ZNF436	4392
MAX	4430
CHURC1-FNTB	2076
ARMCX5	4911
GDF5	2646
MMP24	4414
NECAB3	4342
ID1	1233
RALY	7513
DYNLRB1	2460
C20orf173	1450
EIF2S2	2656
ERGIC3	6012
ROMO1	702
BPIFB9P	1611
FAM83C	3145
BPIFB1	3101
CEP250	16295
PLAGL2	5705
MMP24OS	5511
GRPR	1929
KDM5C	8727
AMOT	8502
TMEM115	2197
PSMB2	4843
AGO3	21157
UROD	2908
ST3GAL3	19475
TMEM53	3635
HECTD3	5077
KLC1	19251
XRCC3	7507
TUBGCP3	7254
MCF2L	23148
F10	2356
PCID2	6243
PROZ	1666
SLURP1	537
LRFN3	4044
IGFLR1	2203
CAPNS1	3478
PDCD2L	1431
GPR42	1863
RBM42	2206
KIRREL2	3382
UBA2	4815
FFAR2	2149
HCST	613
FFAR1	2311
COX6B1	936
KRT36	1865
THRA	6959
CCR7	2508
NR1D1	2772
FRMD8	4091
PRDX5	893
BCL2L12	2216
IRF3	3794
PRMT1	4796
RRAS	1160
PRRG2	1701
SCAF1	4548
PRR12	7093
TSKS	2391
FLRT1	3949
ASL	3195
SBDS	1732
CSN1S1	985
STATH	2176
HTN1	3817
STAT5A	5754
WNK4	5089
BECN1	6414
PRKCG	3381
TRAP1	5227
GLIS2	4469
NSRP1	4806
DNAJC8	2888
AHDC1	8297
IFI6	865
DACH2	7039
ZNF384	5181
EMG1	6268
SSX1	1298
UXT	1243
CFP	5617
ELK1	3398
TIMM17B	2562
PCNX4	22042
ATG14	5052
KTN1	17575
SIX1	5444
RHOJ	3793
DLGAP5	3667
L3HYPDH	3504
HSPA2	5777
ZBTB1	5283
TRMT5	5692
SGPP1	3312
PLEKHG3	11910
PZP	6227
PRDM7	4267
RHOT1	6446
EVI2A	2071
OMG	3837
WDR60	6667
AIF1L	5299
FAM78A	5499
NUP214	13062
CTAG2	993
AVPR2	2252
SLC10A3	2247
MAP2K2	5236
HNRNPH2	2223
ARMCX1	2141
TMEM35A	2571
NXF5	2158
TIMM8A	3538
ZC4H2	5173
CANX	6235
INTS11	8220
RGS13	5923
IPPK	5166
ZNF484	4031
OMD	2449
FGD3	5890
HIVEP3	14410
PPCS	2590
EDN2	1639
BCL11B	7855
COX7C	1993
TRAF2	3663
ABHD8	2210
MASP1	13161
ATP13A4	6013
HRASLS	1169
HELB	13796
RAP1B	16942
IL22	1173
TSPAN8	2519
BEST3	6863
RAB3IP	12612
PTPRB	14542
DYRK2	9494
YEATS4	1714
TAS2R3	1101
TAS2R4	2378
TAS2R5	1151
CRYGN	3081
LRRC61	2735
TRPV5	3686
IDUA	4000
FGFRL1	4145
TMEM175	3623
AUNIP	2408
PIN1	4570
FBXL12	2913
EMC1	9623
PLA2G5	2607
UBR4	24675
HP1BP3	7442
ADGRE2	8622
SIN3B	8777
OR7A10	1847
SLC35E1	7257
EPS15L1	8431
KLF2	2018
OR7C2	960
OR7C1	11931
F2RL3	3473
UQCR11	2151
GFER	2687
SYNGR3	3420
PKMYT1	5034
WFIKKN1	4878
WDR24	3651
FBXL16	3989
CHTF18	5916
GNG13	984
TUBBP1	1646
MACF1	40739
SMARCA4	15778
KDM4B	14716
TICAM1	2676
METTL25	3672
IL17B	1211
EMC6	769
OR1E2	972
METTL16	8934
TUBA4A	4079
VIL1	6920
AAMP	3140
PNKD	5184
TNFRSF19	5113
RNF6	4621
ECHS1	1617
ZNF835	3473
AKAP9	18210
GNG11	3055
SEM1	11490
GNGT1	2361
HIP1	8953
PTPN12	5547
POR	6112
FGL2	4604
STYXL1	2028
STEAP4	11245
GNAI1	24206
PMS2P3	1727
PEX1	7849
MTERF1	4890
SGCE	20884
RBM48	4353
CASD1	5271
ZNF780B	9217
LRFN1	3381
ZFP36	2010
SRD5A3	4420
SPINK2	772
RASL11B	2472
PAICS	7517
KDR	6563
PPAT	5439
TUBGCP6	7689
ADM2	4276
DGCR6L	1154
DGCR8	7315
ASPHD2	3357
VPREB3	610
SDF2L1	1099
GAL3ST1	3017
YWHAH	2453
RFPL1	1496
RFPL2	2718
C22orf24	1754
POM121L9P	5137
GNAZ	3840
MGAT3	5457
ADORA2A	4193
ATF4	2514
A4GALT	3407
RFPL3	1501
CDC42EP1	2573
APOL3	5901
MCHR1	2961
TPST2	6957
BAIAP2L2	2146
MPST	6760
GALR3	1157
TST	1937
APOL5	1438
IGLL1	904
APOL2	3484
RAC2	2532
LIF	3969
C22orf23	2299
APOBEC3A	2358
APOBEC3F	3242
RIBC2	1815
KRT17	3130
TBC1D27P	5250
EMC4	4459
RNF112	3652
SPECC1	13676
CPA4	3958
DOCK4	11499
POT1	5897
TAS2R16	997
ATP6V1F	789
LSM8	6210
CDHR3	7087
PRKRIP1	3696
VGF	2704
PODXL	6874
FOXP2	16152
STRIP2	5876
IFT22	4132
MKLN1	12878
DNAJB9	2837
FLNC	9280
LRRC4	4036
CALU	4537
CCDC136	6188
SMO	4311
IRF5	4375
LRRC17	2674
KLHDC10	6622
NDUFA5	9851
FEZF1	2612
OPN1SW	1096
MRPS12	2144
MYO1B	9533
HOXD1	1975
HOXD3	3548
MTX2	1717
PDE11A	12237
CHN1	4971
GAD1	8242
EIF2S2P4	984
OSGEPL1	3583
ORMDL1	3958
HAT1	6790
HOXD9	1870
HOXD10	2692
HOXD11	2110
HOXD13	2240
HERC2	20163
SNRPN	3416
PSMG2	3356
TWSG1	4435
ARHGAP22	6783
WDFY4	13678
EIF2AK4	11957
MYO5C	10045
CGNL1	8663
TMOD2	11636
TTBK2	12917
ELL3	2880
CCDC32	8648
INO80	7014
ICE2	16010
DLL4	4761
ALDH1A2	8622
MINDY2	9454
IVD	6533
KNSTRN	3654
DUT	3674
CHAC1	2058
CLN6	7345
ARPP19	6917
VPS13C	19703
CALML4	5038
ISLR	2671
THAP10	2399
LOXL1	3637
ACKR4	2273
ANAPC13	2359
MBD4	3356
COPB1	5131
PSMA1	3301
SUMF2	4101
PALLD	10114
SPCS3	6831
BBOX1	2464
MYOD1	1801
SERGEF	3502
KCNC1	14417
TPH1	5626
CSRP3	1638
E2F8	4140
DCTD	3466
SOX15	1541
PIMREG	2823
RPAIN	7430
USP6	11270
SHBG	1972
PLD2	4888
AIPL1	3985
CD68	2189
TXNDC17	3784
ATP1B2	3276
FXR2	4331
KIF1C	8580
MPDU1	3270
PHF20L1	20571
LRRC6	2778
CCNT1	7381
PUS7L	14037
KRI1	4267
ILF3	11022
SLC44A2	5216
AP1M2	2214
CDKN2D	1503
MTUS1	12010
KLK14	1189
SIGLEC9	2539
KLK10	3853
KLK8	1865
NGDN	4654
RIPK3	3256
ADCY4	8067
RAB2B	3610
BCL2L2	4189
AJUBA	5979
DTD2	2971
PARP2	4096
HEATR5A	10243
FOXA1	3982
SNX6	4105
EAPP	2030
EGLN3	7359
MIS18BP1	6250
NRL	3113
RNASE1	1506
NEDD8	3879
DAD1	808
TEP1	11328
EPB41L4A	8582
CDO1	2189
REEP5	4230
ITFG1	7770
QRICH2	5775
FOXJ1	2641
SEC14L1	10356
RHBDF2	6924
AANAT	2190
ARHGEF6	6434
MAP7D3	7067
FGF13	20681
ASH2L	5910
TTI2	4222
ART1	1467
CHRNA10	2703
CDKN1C	2478
SGO1	3828
TTTY1B	910
RPS4Y1	2275
TTTY1	910
VCY1B	550
VCY	550
CDY2B	2409
CDH15	4628
KLF16	2955
TMEM8A	4447
DOHH	2031
MAU2	11145
SHC2	4131
PLPPR3	2741
INS-IGF2	1826
ABHD17A	6139
LBP	1961
SYT5	5347
TNNI3	2034
CBFA2T3	5972
GAMT	2403
PUDP	3168
ERMARD	4251
PHF10	5534
PRRG3	6364
GALNT8	9651
KCNA5	2800
CRACR2A	12466
NXNL2	2498
STARD8	5558
FAM155B	4013
GDPD2	2638
SAT1	2498
GNL3L	2589
SH3BP4	7129
MOSPD2	5656
DOCK6	12435
ECSIT	2370
LDLR	7718
ELOF1	4173
TSPAN16	1561
ANGPTL8	1223
PRKCSH	5166
CNN1	2887
CDC16	3959
ZSCAN10	3319
THEM6	3055
NECTIN2	3747
APOE	2191
TOMM40	3610
APOC1	1231
GADD45G	1322
LRCH2	4929
DPP6	13574
XPO7	6909
ACE2	3926
FAM98C	4598
SAFB2	6222
RPL36	2272
ATP8B3	7014
GDF1	2517
NCAN	6905
KIF1A	16695
GTPBP3	4532
PLVAP	2305
BST2	1119
SLC27A1	8249
NSUN5	3414
USHBP1	5175
COLGALT1	4900
DDA1	4596
MRPL34	1686
PGLS	2847
LSM7	1698
TULP4	12285
SNX9	4637
RTN4IP1	1974
QRSL1	5453
C6orf203	2036
RSPH3	6561
MAS1	9841
ACSBG2	3447
MLLT1	4740
FUT5	1992
BMP15	1179
AFDN	13720
ACTN4	6098
STK33	7599
NDUFA10	9517
EPO	1330
ARPC1B	3988
CACNG6	1853
ZSWIM6	5501
FCHO1	5694
UNC13A	11188
MAP1S	5040
KLHDC7B	5133
SCO2	1022
PXDN	11257
SSBP4	2974
GDF15	2087
PGPEP1	7520
IQCN	9154
LSM4	3029
JUND	1863
HRC	2685
TRPM4	6604
OR11H1	981
SULT4A1	2849
ZNF557	6018
CRB3	1592
OLFM1	6123
CAMSAP1	8642
UBAC1	2979
SAG	11885
ZBTB46	6084
HELZ2	12066
SAMD10	2453
LSP1	5399
TNNT3	2858
TNNI2	1082
H19	2897
CYP2G1P	2511
COL5A1	11189
ATXN10	5127
TUBGCP2	7697
CALY	3010
CYP2E1	9621
PNPLA7	9976
HBZ	755
PAK4	7115
MNX1	4202
ZNF337	3823
CEP85	5145
TAF4	9808
GATA5	2595
RBBP8NL	2793
LAMA5	14291
OSBPL2	13047
ADRM1	2142
ASS1	3050
PRDM12	2476
EXOSC2	4240
POMT1	6067
UCK1	2688
FIBCD1	3831
PRRC2B	12390
CHMP2A	2129
UBE2M	1831
TRIM28	4034
METTL26	1830
YIPF2	2518
ATG4D	2278
EIF2S3	3472
TMEM160	663
ZC3H4	6502
NPAS1	2582
GMFG	1490
MAP3K10	4566
ARHGEF16	5563
LRRC47	4516
SESN2	3453
SMPDL3B	2670
ATP5IF1	2225
MED18	2019
THEMIS2	4621
CLIP1	18559
CCDC62	4479
HIP1R	7102
ZNF317	5065
PPAN	2583
EIF3G	3486
ANGPTL6	2181
C19orf66	4341
DNMT1	9796
ZNF426	7545
SLC6A8	5498
PNCK	5091
DKC1	4203
PLXNA3	11710
DUSP9	2776
MPP1	5396
ZNF331	8926
ZNF236	8926
SLC7A10	3111
LRP3	5095
C12orf65	7090
NOL11	4713
UBE4B	9128
CASZ1	11336
PKDREJ	7693
HSD17B3	2577
NUTM2F	2561
HABP4	4056
FBP2	1305
SLC35D2	3830
PRRG1	6180
UBA1	6437
RGN	2811
POLN	7721
TXLNGY	11377
TTTY9B	1643
PPIL4	2646
ULBP2	1349
AKAP12	8741
SYNE1	46064
ULBP3	988
LATS1	8643
EPS8L1	5341
LILRB2	3810
AAR2	3101
TTLL9	6175
BPIFA2	1178
RBM39	11936
COX4I2	693
BPIFA3	2481
ZNF341	5457
GGT7	2966
DEFB118	1158
ACSS2	5385
EDA2R	3579
ARHGEF9	13771
C1QL1	1295
GFAP	12110
PYY	1181
HIGD1B	861
ATP6V1E1	3212
ZNF227	5069
ZNF428	1803
TEX101	1597
ZNF141	5744
CCL25	989
COX4I1	4792
EMC8	4021
GSE1	13387
AC010531.1	953
GINS2	3264
CHMP1A	3208
SH3BGRL	2304
COX7B	3024
SLC34A1	4529
F12	2769
PRR7	1772
NFATC1	9068
IDO1	3261
GJA9	2057
CAP1	3814
PPT1	5088
RAB11FIP4	15383
RLIM	8379
CDX4	1515
ABCB7	4671
TRAF3	8263
HAUS8	5533
ADGRE3	2837
MRPS25	5383
SH3BP5	4159
HACL1	3055
TBC1D5	11269
CAPN7	5598
RFTN1	4776
C3orf20	3492
RBSN	7921
GALNT15	6013
SLC6A6	8254
KCNC3	6277
NAPSA	3581
NAPSB	1915
NR1H2	3753
LRRC4B	3121
PDLIM4	3192
KIF3A	6860
MGAT1	11576
GFPT2	4780
TUBG1	2411
PSME3	5152
RPL27	2026
PSMC3IP	2573
AOC3	4524
ACLY	5217
VPS25	2404
RAMP2	1148
AOC2	2657
G6PC	3296
AC091132.1	547
NDUFA2	1488
ANKHD1	11124
DIAPH1	7375
NDFIP1	6024
UBE2D2	3556
TTTY6	491
TTTY6B	491
EXOC4	9466
ACAP3	8809
C1orf159	6322
ANO1	6021
PPFIA1	11704
TMEM204	2047
KREMEN2	2614
THOC6	1860
TRAF7	4489
BARX1	1777
NINJ1	2648
CA6	2662
NPHP4	13167
MAP1B	12630
RHOXF2	2900
IL13RA1	4372
WDR44	4202
CKMT2	2736
ZCCHC9	5127
KRT34	1751
KRT33B	1607
TNS4	4847
TOP2A	6437
STARD3	5160
RARA	4731
PPP1R1B	4554
KHDRBS3	8645
CHD1L	3376
PEX11B	1838
FMO5	5986
PIAS3	4805
PRKAB2	5460
CLUHP3	6235
FSHB	1944
PDHA1	4493
RAI2	2622
MCCC2	6034
ZNF304	4609
ZSCAN5A	8039
ZNF132	3527
USP29	3894
SELENOS	3766
CHSY1	5555
SNRPA1	3669
KRT17P1	2183
LLGL1	6638
NR0B2	1156
LIN28A	4008
THAP1	2462
RHPN2	4804
C19orf12	5378
FAAP24	2370
LRRC9	5372
ACTR10	4039
ABHD12B	4444
GCH1	2951
LGALS3	2397
UBE2L2	429
PODNL1	4168
DNAJB1	3672
ZSWIM4	4713
FBXW9	2114
RFX1	5465
ZNF20	4148
C19orf57	3840
DCAF15	2961
CC2D1A	5039
RTBDN	2675
MATN3	3118
TRIM21	1929
SPATA6	5939
LRRC41	8606
CCT6B	4334
DHX30	7744
RAF1	7847
SLC6A11	6700
PPARG	4535
NUP210	8182
FCRLA	3275
HSD17B7	4778
ENOSF1	11398
LINC00470	4063
EMILIN2	6435
SLX1A	2464
ARFIP2	5312
TRIM5	4804
CNGA4	2167
TRIM22	6020
RRP8	6922
TIMM10B	3041
EFR3A	6197
HHLA1	6143
PTCD3	10164
IMMT	3986
MRPL35	3829
IQCA1	5975
ILKAP	4771
PER2	6877
RAMP1	1234
SCLY	11733
PTPRE	11235
RAN	4825
PRKAA1	6563
CARD6	4399
RAP1GAP2	7530
CLUH	6900
INPP5K	5325
MYBBP1A	6203
RPA1	5492
SERPINF1	3069
UBE2G1	4539
EEFSEC	2421
TBC1D14	6241
TMEM128	1737
COQ3	1458
PNISR	10870
POPDC3	1881
